id,1st,2nd,3rd,wt
4262,1,4,4,0.77777777777778 
899,1,3,4,0.82608695652174 
1247,5,3,3,0.88571428571429 
3854,1,4,4,0.71264367816092 
234,1,4,4,0.77777777777778 
1896,2,3,3,0.73913043478261 
1325,2,1,1,1.87500000000000 
3838,2,1,1,0.97297297297297 
1682,5,1,1,0.96774193548387 
1014,3,3,2,0.66000000000000 
3357,6,2,2,0.54545454545455 
2425,6,9,9,1.10000000000000 
1876,6,3,3,1.10000000000000 
3153,2,2,3,0.75000000000000 
1923,2,2,2,1.50000000000000 
579,2,9,2,0.87301587301587 
1788,1,9,3,0.69230769230769 
2145,3,2,2,0.82608695652174 
3678,1,4,4,0.90410958904110 
3872,1,4,4,0.83333333333333 
1705,5,1,1,2.40000000000000 
2990,1,4,4,0.97297297297297 
1844,1,4,4,0.71264367816092 
153,1,4,4,0.73333333333333 
1663,3,2,2,0.73913043478261 
81,5,9,1,1.38461538461538 
3398,1,3,3,0.71264367816092 
3490,2,1,1,0.83333333333333 
4161,1,3,3,0.75757575757576 
3179,2,3,2,0.75000000000000 
1967,2,1,1,1.25000000000000 
3541,1,3,4,0.90410958904110 
834,1,4,4,0.73809523809524 
3481,3,2,1,0.96774193548387 
1627,1,4,3,0.84848484848485 
1904,5,2,2,1.87500000000000 
3870,6,3,3,0.68750000000000 
4237,6,1,1,0.73913043478261 
2752,6,1,1,0.80882352941177 
896,5,1,1,0.75000000000000 
2913,1,3,3,0.81818181818182 
1604,2,3,9,0.54545454545455 
4009,1,4,1,0.75757575757576 
4578,1,4,4,0.92857142857143 
766,1,3,4,0.96774193548387 
1085,6,1,1,0.82608695652174 
3830,2,2,2,0.81481481481482 
2440,2,1,1,0.84848484848485 
1928,3,2,2,0.66000000000000 
800,1,3,2,1.43243243243243 
3265,3,2,1,1.30769230769230 
380,2,3,2,1.20000000000000 
3504,2,1,1,0.90410958904110 
4322,6,3,4,0.94117647058824 
2754,2,2,2,1.18750000000000 
1590,2,2,1,0.70212765957447 
63,1,3,3,0.82608695652174 
2029,1,4,4,1.06250000000000 
3198,2,2,3,0.77777777777778 
3951,5,9,9,1.00000000000000 
1865,1,4,4,1.00000000000000 
1064,1,4,3,0.70370370370370 
3583,3,9,2,1.43243243243243 
4429,2,1,2,0.81481481481482 
3629,3,1,1,0.94117647058824 
2423,2,1,1,1.05555555555555 
1718,5,2,9,1.18750000000000 
1349,1,9,3,0.66000000000000 
2063,2,1,2,0.54545454545455 
2217,1,3,3,0.93650793650794 
547,1,4,4,1.06250000000000 
2721,1,4,4,0.96774193548387 
260,1,3,3,0.71264367816092 
329,1,4,4,0.69230769230769 
507,1,3,4,0.96774193548387 
1987,1,9,3,0.78260869565217 
543,1,3,3,0.66000000000000 
3484,3,3,9,0.93333333333333 
87,2,2,2,0.82608695652174 
191,3,4,4,0.90410958904110 
1898,6,2,2,0.68750000000000 
3543,1,3,3,0.90410958904110 
1444,2,1,1,0.69230769230769 
2519,2,1,1,0.68085106382979 
434,1,4,4,0.90410958904110 
2794,1,4,4,0.68085106382979 
13,1,4,4,0.77777777777778 
4467,1,4,4,2.40000000000000 
2775,2,1,1,0.68085106382979 
3571,2,1,1,0.92857142857143 
1624,1,4,4,1.11111111111111 
3244,1,3,3,0.70212765957447 
1603,1,4,4,0.90410958904110 
501,1,4,4,0.75757575757576 
1298,1,3,3,1.12068965517241 
3262,1,9,3,0.93333333333333 
1639,6,2,2,0.81481481481482 
3843,1,4,3,0.87301587301587 
4506,1,4,4,0.86956521739130 
1703,1,4,4,0.68750000000000 
1782,1,4,4,0.77777777777778 
2702,1,3,3,2.66666666666666 
1193,1,4,1,0.81481481481482 
885,1,3,3,1.06250000000000 
4146,1,4,4,1.20000000000000 
4194,1,4,4,0.71264367816092 
1801,1,4,3,0.73333333333333 
2804,4,1,1,1.18750000000000 
4306,5,1,3,0.80882352941177 
1861,1,3,3,0.93333333333333 
3806,1,4,4,1.30769230769230 
210,3,3,3,1.63636363636363 
270,2,2,1,0.77777777777778 
1442,1,4,4,0.69230769230769 
2149,3,4,3,0.93333333333333 
316,1,4,3,1.43243243243243 
828,3,1,1,0.66000000000000 
1614,1,4,4,0.75757575757576 
4346,1,3,3,0.82608695652174 
452,1,1,1,0.87301587301587 
2700,1,3,4,2.66666666666666 
2310,2,2,2,0.77777777777778 
3693,2,1,9,0.66000000000000 
2065,1,4,3,1.25000000000000 
2348,2,1,1,0.77777777777778 
211,1,3,4,0.68750000000000 
1267,1,4,4,0.70212765957447 
4226,1,4,4,1.12068965517241 
1599,5,3,3,0.73809523809524 
1201,1,4,4,2.14285714285714 
55,1,4,4,1.12068965517241 
4131,2,1,1,1.06250000000000 
715,1,4,4,1.11111111111111 
4024,1,4,4,0.77777777777778 
2294,1,4,4,0.90410958904110 
2295,1,4,4,1.12068965517241 
3396,3,3,2,0.82608695652174 
2156,6,1,1,0.71264367816092 
3932,1,4,4,1.12068965517241 
2198,1,4,4,0.81818181818182 
1961,2,1,1,0.68085106382979 
2324,1,3,3,1.15384615384615 
2658,2,1,2,0.96774193548387 
1340,4,1,1,1.11111111111111 
1494,3,3,2,0.73913043478261 
78,2,1,1,1.00000000000000 
2413,1,4,3,0.68085106382979 
1167,5,3,3,1.15384615384615 
3033,2,2,2,0.97297297297297 
3193,1,4,4,0.88571428571429 
3898,2,2,2,2.40000000000000 
4075,2,2,2,1.46153846153846 
1258,2,4,3,0.96774193548387 
1821,1,3,3,1.06250000000000 
3743,1,4,4,0.73913043478261 
3326,1,3,4,0.68750000000000 
4441,5,2,2,0.83333333333333 
4584,1,4,4,0.77777777777778 
2557,1,4,4,1.18750000000000 
2421,1,3,3,0.68085106382979 
3200,5,4,3,0.78571428571429 
4133,1,4,4,0.73913043478261 
1789,2,1,1,1.03030303030303 
3710,1,3,2,1.03030303030303 
1535,1,4,4,0.86956521739130 
4221,1,1,4,0.82608695652174 
395,1,4,4,2.40000000000000 
959,1,4,4,0.75757575757576 
1301,2,3,3,0.87301587301587 
2795,1,4,4,0.68085106382979 
3917,3,9,2,1.75000000000000 
948,2,1,1,0.68085106382979 
2200,1,3,4,0.68085106382979 
978,1,2,3,0.71264367816092 
4102,1,4,4,0.68750000000000 
4183,2,1,1,1.00000000000000 
3812,2,1,1,0.97297297297297 
3649,2,2,2,0.90410958904110 
4197,1,3,3,0.90410958904110 
2415,2,2,2,0.68750000000000 
6,1,4,4,1.12068965517241 
392,1,4,4,1.63636363636363 
505,3,3,9,2.00000000000000 
4343,2,3,3,0.83333333333333 
1869,2,1,1,1.12068965517241 
4612,5,2,2,0.84848484848485 
394,1,2,2,0.87301587301587 
3290,1,3,3,1.11111111111111 
933,3,3,3,0.93333333333333 
1954,1,4,4,0.87301587301587 
3595,1,4,4,0.68750000000000 
2382,1,4,4,0.96774193548387 
2743,1,4,4,0.80882352941177 
1617,3,1,1,1.06250000000000 
1382,2,9,2,0.70370370370370 
1308,1,4,4,0.82608695652174 
4367,5,1,1,1.12068965517241 
337,1,4,4,1.15384615384615 
3378,1,4,4,0.96774193548387 
1163,1,4,4,0.86956521739130 
3905,1,3,4,0.80882352941177 
111,1,3,4,1.06250000000000 
3196,1,3,3,0.96774193548387 
2311,1,4,3,1.12068965517241 
2466,1,4,4,0.68085106382979 
2810,1,3,4,2.14285714285714 
3070,5,3,3,0.97297297297297 
1625,1,4,3,0.93650793650794 
3801,4,2,2,0.87301587301587 
3076,2,2,2,0.43750000000000 
2326,1,3,4,0.73913043478261 
1261,5,2,2,0.83333333333333 
1120,1,4,3,1.15384615384615 
4019,1,4,4,0.88888888888889 
2171,5,3,4,1.12068965517241 
1441,1,4,4,0.92857142857143 
1524,3,3,1,1.43243243243243 
1631,4,1,1,1.25000000000000 
3777,2,3,3,0.93333333333333 
2274,1,4,3,0.43750000000000 
3844,4,1,2,0.70212765957447 
4257,3,4,3,2.00000000000000 
4025,1,4,4,0.83333333333333 
1750,3,3,9,0.66000000000000 
1854,5,9,9,0.93333333333333 
1839,6,3,3,0.88888888888889 
1985,2,1,1,0.68085106382979 
1102,1,4,4,0.71264367816092 
1966,5,2,2,1.06250000000000 
845,1,3,3,0.71264367816092 
1459,1,4,4,0.87301587301587 
3724,1,4,4,1.12068965517241 
2417,1,4,4,1.20000000000000 
2114,1,3,3,1.00000000000000 
278,1,4,4,0.93650793650794 
931,1,4,4,0.90410958904110 
2301,1,4,4,0.93650793650794 
2885,3,3,3,1.18750000000000 
4011,2,9,9,0.71264367816092 
4516,4,2,2,1.18750000000000 
222,5,1,1,2.66666666666666 
3116,6,2,2,0.77777777777778 
583,2,2,3,0.80882352941177 
2390,4,3,3,0.84848484848485 
2955,2,2,2,0.75000000000000 
3719,1,4,4,0.71264367816092 
2391,2,3,3,2.14285714285714 
90,4,9,9,0.82608695652174 
3092,2,1,1,0.54545454545455 
4045,1,3,3,0.87301587301587 
1648,3,2,9,1.43243243243243 
843,1,4,4,1.63636363636363 
641,1,4,4,1.50000000000000 
3703,6,4,4,0.54545454545455 
193,1,4,4,0.73809523809524 
2076,1,4,1,0.78260869565217 
568,1,4,4,0.82608695652174 
1233,2,2,1,0.54545454545455 
76,5,3,3,1.00000000000000 
3853,2,1,4,0.87301587301587 
3721,1,3,3,0.73333333333333 
1680,1,4,4,0.75757575757576 
1912,5,1,9,1.11111111111111 
1728,1,1,4,0.90410958904110 
2409,1,4,4,0.87301587301587 
3255,1,3,3,0.70212765957447 
1697,5,3,2,0.73913043478261 
214,1,4,4,1.60000000000000 
902,1,4,4,0.71264367816092 
2393,5,9,3,0.81481481481482 
944,1,3,4,0.70212765957447 
2551,1,4,4,2.10000000000000 
3865,1,4,4,0.93650793650794 
1701,1,4,4,0.88888888888889 
3210,1,3,4,0.87301587301587 
2430,5,2,2,2.66666666666666 
3046,2,2,2,0.75000000000000 
2189,4,3,3,0.87500000000000 
1076,4,3,3,0.96774193548387 
3804,1,4,4,0.87301587301587 
2766,2,1,2,0.80882352941177 
2153,3,4,4,0.90000000000000 
2371,2,1,1,2.10000000000000 
2925,4,1,1,2.10000000000000 
667,1,4,4,0.66000000000000 
2469,2,1,1,2.66666666666666 
1911,1,3,2,1.06250000000000 
3321,1,4,3,0.96774193548387 
4547,1,4,4,0.82608695652174 
1488,2,2,9,0.69230769230769 
2891,1,4,4,2.66666666666666 
3221,1,3,3,0.80882352941177 
2462,5,3,9,0.68085106382979 
4420,1,4,4,0.73913043478261 
2170,1,9,3,0.86956521739130 
4634,2,9,2,2.14285714285714 
2024,2,1,1,1.05555555555555 
1313,2,2,2,0.87301587301587 
2448,1,3,3,0.70370370370370 
2190,1,3,3,0.84848484848485 
3908,1,4,4,0.93650793650794 
3081,1,4,3,0.54545454545455 
2201,4,3,3,0.66000000000000 
2392,5,3,3,2.14285714285714 
686,2,1,1,0.77777777777778 
413,1,4,4,1.12068965517241 
1595,1,4,4,0.87301587301587 
4156,1,3,3,0.71264367816092 
1142,2,1,1,0.83333333333333 
1790,5,9,2,0.77777777777778 
2573,2,1,1,2.14285714285714 
2397,2,3,9,0.71264367816092 
3008,2,1,1,0.97297297297297 
819,3,3,3,0.93333333333333 
3816,1,4,4,1.00000000000000 
2745,1,4,4,0.80882352941177 
2833,2,1,1,0.80882352941177 
2143,5,9,3,0.75757575757576 
4360,1,4,4,0.71264367816092 
936,1,3,3,0.81818181818182 
1062,1,4,3,1.03030303030303 
3480,3,3,3,0.93650793650794 
3239,1,4,4,0.92857142857143 
990,3,9,3,0.86956521739130 
3946,5,2,1,0.73913043478261 
2638,3,1,1,2.10000000000000 
2647,5,2,1,0.96774193548387 
2720,2,1,1,2.14285714285714 
295,1,3,4,0.70370370370370 
1080,1,4,3,0.73809523809524 
577,2,2,2,1.66666666666666 
3018,2,1,1,0.54545454545455 
4552,5,2,2,0.43750000000000 
1564,1,4,3,1.50000000000000 
3599,2,3,3,0.84848484848485 
1464,1,4,4,0.90410958904110 
3254,2,3,3,1.38461538461538 
2986,2,1,9,0.43750000000000 
4389,2,1,1,1.12068965517241 
3606,6,3,3,1.87500000000000 
2539,1,3,3,0.80882352941177 
4280,1,3,3,0.71264367816092 
164,1,4,4,0.93650793650794 
584,1,4,4,0.54545454545455 
4455,1,4,4,1.00000000000000 
4440,1,3,3,0.73333333333333 
968,1,4,3,1.30769230769230 
3053,2,1,1,1.66666666666666 
3441,4,2,2,1.46153846153846 
1199,1,4,4,0.75000000000000 
2838,1,4,1,1.20000000000000 
1036,2,3,9,0.84848484848485 
2126,2,2,2,0.87301587301587 
3329,2,1,2,0.90000000000000 
3995,3,1,1,0.84848484848485 
3461,5,3,3,0.54545454545455 
3270,1,4,4,1.50000000000000 
409,1,4,4,0.78260869565217 
1048,1,2,3,0.88571428571429 
566,1,4,4,0.73913043478261 
3668,3,2,1,0.54545454545455 
2503,1,4,4,0.80882352941177 
1159,1,3,4,0.87301587301587 
2216,2,9,2,0.97297297297297 
1310,3,3,2,1.40000000000000 
1811,1,3,3,1.25000000000000 
3235,3,9,9,0.66000000000000 
3450,1,4,4,0.70212765957447 
2113,1,4,4,0.90410958904110 
1872,2,2,1,0.82608695652174 
1771,5,1,2,0.75000000000000 
698,1,4,4,0.94117647058824 
3998,5,3,3,0.77777777777778 
3135,1,4,4,1.60000000000000 
15,1,4,4,0.78260869565217 
3242,1,4,4,1.00000000000000 
696,1,4,4,0.75757575757576 
2931,5,2,2,0.82608695652174 
863,1,4,4,0.54545454545455 
1594,2,1,1,0.87301587301587 
2162,1,4,4,1.15384615384615 
2826,1,3,3,0.68085106382979 
901,1,4,4,1.25000000000000 
556,6,1,1,0.70212765957447 
3354,5,1,2,0.54545454545455 
3237,5,1,1,0.77777777777778 
1756,1,3,3,0.71264367816092 
4587,2,1,1,0.87301587301587 
2782,1,4,4,0.68085106382979 
4303,1,4,4,0.71264367816092 
4159,3,3,9,1.12068965517241 
2467,1,4,4,0.68085106382979 
1950,1,4,3,0.78260869565217 
3183,1,1,4,0.69230769230769 
711,1,4,1,0.75757575757576 
3507,1,4,4,1.03030303030303 
4170,1,2,2,0.80882352941177 
3283,1,4,4,0.92857142857143 
2983,1,1,1,1.03030303030303 
1204,1,3,3,0.70370370370370 
1609,2,1,1,0.69230769230769 
1502,2,9,2,0.54545454545455 
1010,1,4,4,0.68750000000000 
1392,1,4,4,0.81818181818182 
1518,3,3,3,0.83333333333333 
2232,1,4,4,2.14285714285714 
4478,3,2,3,1.43243243243243 
2636,2,2,3,1.18750000000000 
3589,3,2,3,0.93333333333333 
3148,2,1,1,1.60000000000000 
3136,1,4,3,0.97297297297297 
4299,1,4,1,0.77777777777778 
4638,1,4,4,1.60000000000000 
2490,2,1,1,0.80882352941177 
4545,1,4,4,0.90410958904110 
2675,1,4,4,0.80882352941177 
198,5,3,3,0.71264367816092 
4254,2,1,1,1.05555555555555 
3338,1,4,4,0.86956521739130 
3162,2,1,1,1.88888888888888 
1414,3,3,3,0.93333333333333 
1289,6,4,3,1.50000000000000 
4300,2,3,3,0.77777777777778 
1056,1,1,4,0.90410958904110 
3492,1,4,4,1.03030303030303 
1376,1,3,3,1.06250000000000 
1582,3,4,4,1.11111111111111 
1393,1,4,4,0.68750000000000 
466,1,2,3,1.50000000000000 
1254,4,1,1,0.73913043478261 
756,5,1,1,0.68750000000000 
1571,1,1,4,1.12068965517241 
21,1,3,4,1.00000000000000 
1417,2,1,1,0.66000000000000 
4281,2,2,2,0.77777777777778 
3596,3,9,2,1.20000000000000 
1190,1,4,4,0.96774193548387 
3579,2,1,1,1.30769230769230 
3795,1,4,4,0.68750000000000 
3156,1,3,9,1.50000000000000 
573,1,3,3,1.50000000000000 
1600,1,3,3,1.03030303030303 
3293,1,3,3,0.93650793650794 
2563,1,4,4,0.96774193548387 
3386,1,3,4,2.00000000000000 
1773,1,4,4,1.43243243243243 
4000,1,4,4,1.15384615384615 
3346,1,4,4,0.73913043478261 
302,1,3,4,0.54545454545455 
1519,1,1,4,0.69230769230769 
1352,3,1,1,0.96774193548387 
3673,3,2,2,0.66000000000000 
1448,3,9,2,1.03030303030303 
2538,1,4,4,2.40000000000000 
3364,1,4,4,0.88888888888889 
1152,2,1,1,0.97297297297297 
2778,2,9,9,0.68085106382979 
1540,3,3,3,0.73809523809524 
4168,1,3,4,0.86956521739130 
3073,1,4,4,0.43750000000000 
2906,2,1,1,0.96774193548387 
4656,2,3,3,0.97297297297297 
1937,1,4,4,0.73333333333333 
3718,1,4,1,1.12068965517241 
3004,1,4,4,0.54545454545455 
2315,2,9,3,1.20000000000000 
1840,1,4,4,0.73333333333333 
2264,1,4,4,0.90000000000000 
1367,1,4,3,2.60000000000000 
3811,1,4,4,0.93333333333333 
3737,1,3,9,0.87301587301587 
2061,5,1,1,0.97297297297297 
1107,1,4,4,0.77777777777778 
241,2,1,1,0.90410958904110 
1632,1,4,4,1.60000000000000 
1434,1,4,4,0.75757575757576 
1848,6,9,3,0.71264367816092 
3487,1,3,2,1.87500000000000 
1622,1,4,4,0.90410958904110 
299,2,2,3,0.84848484848485 
1312,1,3,3,0.73913043478261 
3011,2,2,1,0.81481481481482 
4548,1,4,4,0.97297297297297 
4017,1,4,4,0.75757575757576 
2020,2,1,1,0.77777777777778 
2052,1,3,4,0.77777777777778 
1731,1,4,3,0.66000000000000 
810,1,4,4,1.12068965517241 
1365,2,2,1,0.82608695652174 
4050,4,9,2,0.80882352941177 
3271,3,3,3,0.68750000000000 
2471,2,2,9,0.68085106382979 
4193,1,4,4,0.90410958904110 
981,1,4,4,0.73333333333333 
2683,1,3,3,2.40000000000000 
3580,3,1,1,0.93333333333333 
3810,6,9,3,2.40000000000000 
4083,1,4,4,1.00000000000000 
4240,3,2,2,1.43243243243243 
4158,1,3,4,0.84848484848485 
4012,2,1,1,0.97297297297297 
3827,2,1,1,0.54545454545455 
3989,1,4,4,1.87500000000000 
1336,1,4,4,0.90000000000000 
1242,2,9,2,0.97297297297297 
2233,1,4,4,0.93650793650794 
1530,1,4,4,0.87301587301587 
3965,5,3,3,0.73809523809524 
136,4,3,2,0.73913043478261 
3977,1,4,4,0.75000000000000 
2758,1,3,3,1.18750000000000 
2618,1,4,4,1.05555555555555 
50,5,1,1,1.50000000000000 
859,2,1,1,0.80882352941177 
3641,2,1,1,0.71264367816092 
2049,3,4,4,0.54545454545455 
773,1,4,4,1.00000000000000 
1134,1,4,4,0.73913043478261 
2263,1,4,4,2.66666666666666 
2282,1,4,4,0.71264367816092 
2287,2,1,1,0.93650793650794 
3476,1,4,1,2.66666666666666 
1164,1,4,4,0.73333333333333 
2744,2,9,3,2.40000000000000 
2291,1,4,4,0.73333333333333 
1171,1,4,3,0.75757575757576 
4701,1,4,4,3.66666666666666 
2303,1,4,4,0.82608695652174 
1184,3,2,2,0.66000000000000 
3105,3,2,1,1.00000000000000 
2323,1,1,4,0.82608695652174 
4436,1,3,4,0.71264367816092 
2340,1,3,3,0.96774193548387 
300,2,2,9,0.87301587301587 
2260,1,4,4,0.90000000000000 
1206,1,3,3,0.77777777777778 
3003,5,1,1,0.90410958904110 
2405,3,2,3,0.77777777777778 
2525,1,4,4,0.96774193548387 
1140,6,3,3,0.93650793650794 
2047,1,4,4,1.12068965517241 
2458,1,4,4,0.86956521739130 
781,3,1,1,0.84848484848485 
1202,1,4,4,0.87500000000000 
250,3,3,4,0.80882352941177 
1681,1,4,4,0.87301587301587 
1162,1,4,4,0.86956521739130 
1451,1,3,3,1.05555555555555 
1479,5,1,1,4.00000000000000 
1510,3,3,9,0.54545454545455 
2441,3,3,3,0.90410958904110 
675,1,4,4,0.87301587301587 
3611,2,1,1,0.86956521739130 
1551,1,4,3,1.88888888888888 
2238,2,1,1,0.96774193548387 
3956,6,2,2,0.80882352941177 
2241,1,3,3,1.00000000000000 
1219,3,1,3,0.68750000000000 
1228,4,3,2,1.46153846153846 
215,3,3,3,0.82608695652174 
2304,1,4,4,0.93333333333333 
3434,1,4,3,0.87301587301587 
953,1,4,4,0.78260869565217 
3890,1,3,4,0.68750000000000 
882,1,3,3,0.71264367816092 
2213,1,4,4,0.90410958904110 
2375,1,4,4,1.00000000000000 
4430,1,4,4,0.90410958904110 
1173,2,1,1,0.80882352941177 
1143,3,3,9,0.66000000000000 
236,1,4,4,1.00000000000000 
1285,4,1,1,1.12068965517241 
2386,1,4,4,0.70212765957447 
2884,2,3,2,2.10000000000000 
4777,1,3,4,2.14285714285714 
2500,2,2,2,0.80882352941177 
1347,5,3,3,0.93650793650794 
2496,1,4,4,0.80882352941177 
4601,1,1,3,0.84848484848485 
1940,3,4,4,0.73913043478261 
1337,4,1,1,0.82608695652174 
2475,2,9,9,2.66666666666666 
2520,2,2,1,0.68085106382979 
1141,1,3,3,3.66666666666666 
1370,4,2,2,1.06250000000000 
2984,5,4,4,0.81481481481482 
2146,2,1,1,1.00000000000000 
1363,2,9,3,0.84848484848485 
1379,3,2,2,1.75000000000000 
1380,1,4,4,0.96774193548387 
1284,2,2,2,0.84848484848485 
223,5,1,1,0.70212765957447 
363,1,3,3,0.87500000000000 
2571,5,2,1,0.96774193548387 
1408,2,2,1,1.40000000000000 
677,5,9,2,2.00000000000000 
1412,1,3,9,1.38461538461538 
2501,2,2,2,0.80882352941177 
1458,1,4,4,0.69230769230769 
1516,2,2,2,1.00000000000000 
2249,2,3,3,0.87301587301587 
2603,2,1,1,4.00000000000000 
1465,1,4,4,0.71264367816092 
4087,1,3,4,0.86956521739130 
2482,6,1,9,2.40000000000000 
1512,1,4,4,0.77777777777778 
2622,1,4,4,1.05555555555555 
2930,1,3,4,0.70370370370370 
2626,1,4,4,0.81818181818182 
2657,2,1,1,0.80882352941177 
1533,6,4,4,0.82608695652174 
1687,1,4,4,0.70370370370370 
2661,1,4,4,0.80882352941177 
2967,3,4,3,0.78260869565217 
2667,2,1,1,0.80882352941177 
1522,1,4,4,1.11111111111111 
8,2,2,3,0.88571428571429 
1581,1,4,4,0.90410958904110 
3472,3,2,2,0.70212765957447 
2664,1,4,4,0.80882352941177 
2366,1,4,4,0.93650793650794 
2685,6,1,1,2.40000000000000 
1715,4,3,3,0.77777777777778 
2708,1,3,4,0.81818181818182 
2653,1,4,4,0.68085106382979 
1601,1,4,4,1.20000000000000 
2718,6,4,3,0.96774193548387 
1628,6,3,3,0.82608695652174 
3515,3,2,2,1.43243243243243 
1373,6,3,3,0.71264367816092 
1420,1,3,4,0.83333333333333 
1737,3,3,3,0.70370370370370 
2625,2,2,1,4.50000000000000 
2331,1,4,4,0.73913043478261 
4231,2,1,1,1.12068965517241 
1618,1,4,4,0.68750000000000 
3137,2,1,2,0.54545454545455 
922,1,4,4,0.70212765957447 
2242,5,4,4,0.54545454545455 
4409,2,1,1,0.81481481481482 
2886,2,9,3,2.14285714285714 
1291,5,1,1,0.73809523809524 
4832,2,1,1,2.10000000000000 
1645,1,3,4,1.00000000000000 
1236,2,1,1,4.00000000000000 
2761,2,2,2,1.18750000000000 
2771,2,3,2,2.40000000000000 
1489,2,2,2,0.73913043478261 
1646,2,3,3,1.88888888888888 
2749,2,2,2,0.80882352941177 
3742,1,4,4,0.93650793650794 
1658,5,2,2,0.90000000000000 
3213,5,2,1,0.73913043478261 
3184,5,2,2,0.82608695652174 
2829,2,1,2,0.96774193548387 
1667,2,1,1,1.40000000000000 
1549,1,4,4,0.75000000000000 
2868,2,9,9,0.86956521739130 
3691,4,2,1,0.73913043478261 
2080,1,4,4,0.70212765957447 
3500,1,3,3,0.68750000000000 
1244,6,3,4,0.93333333333333 
1231,2,1,1,0.90410958904110 
1674,1,4,4,0.84848484848485 
3233,3,3,2,0.66000000000000 
4032,6,9,9,1.03030303030303 
4550,1,3,9,1.03030303030303 
421,2,1,1,0.68750000000000 
740,5,1,1,1.06250000000000 
659,3,2,2,1.43243243243243 
3535,1,4,3,0.71264367816092 
1764,1,4,4,0.93650793650794 
